"product_id","summary"
"76776245","Nghệ Thuật Tư Duy Phản Biện. 
 Bạn có bao giờ nhận ra rằng mình thường tin vào điều gì đó chỉ vì... “mọi người đều nói thế”? 
 Trong thời đại ngập tràn thông tin, ta dễ bị cuốn theo dư luận, tin tức giật gân, hay những quan điểm chưa được kiểm chứng. Hệ quả là ta đưa ra quyết định vội vàng, cảm tính và đôi khi… sai lầm. 
 Cuốn  Nghệ Thuật Tư Duy Phản Biện  của  Albert Rutherford  được xem như chiếc la bàn giúp bạn định hướng lại cách tư duy: không chỉ nghĩ, mà là  nghĩ sâu – nghĩ đúng – nghĩ độc lập . 
 Tác phẩm dẫn dắt bạn khám phá: 
 
 
 Vì sao con người dễ rơi vào bẫy của các  ngụy biện logic . 
 
 
 Làm thế nào để  nhìn thấu định kiến, cảm xúc và thiên kiến cá nhân  đang chi phối quyết định của mình. 
 
 
 Cách xây dựng  khả năng phản biện vững vàng  để tự tin đối thoại, tranh luận và lựa chọn sáng suốt hơn trong công việc lẫn cuộc sống. 
 
 
 Qua cuốn sách này, bạn sẽ: 
 
 
 Nhận diện và hóa giải ngụy biện : từ thiên kiến xác nhận, suy luận cảm tính cho đến “hiệu ứng bầy đàn”. 
 
 
 Xây dựng luận điểm logic : biết cách triển khai tiền đề – luận cứ – kết luận chặt chẽ và thuyết phục. 
 
 
 Phát triển tư duy độc lập : không còn lệ thuộc vào đám đông hay truyền thông. 
 
 
 Biết lắng nghe và phân tích : tranh luận trên tinh thần tôn trọng và lý trí, thay vì công kích cá nhân. 
 
 
 Biến phản biện thành thói quen sống : giúp bạn trưởng thành hơn trong mọi tình huống ra quyết định. 
 
 
 Về tác giả 
 Albert Rutherford  là tác giả chuyên viết sách về  tư duy logic, khoa học nhận thức và kỹ năng tư duy bậc cao . Các tác phẩm của ông thường được đón nhận bởi độc giả mong muốn cải thiện khả năng suy nghĩ độc lập, tránh bị thao túng và phát triển trí tuệ phản biện trong kỷ nguyên thông tin. 
 Cuốn sách này cho: 
 
 
 Những ai  muốn thoát khỏi sự chi phối của dư luận và truyền thông . 
 
 
 Người trẻ đang tìm kiếm  tư duy độc lập  để học tập, làm việc và khởi nghiệp. 
 
 
 Doanh nhân, quản lý, người làm việc trong môi trường cạnh tranh cần  ra quyết định tỉnh táo và logic . 
 
 
 Đừng để người khác suy nghĩ thay bạn.  Nghệ Thuật Tư Duy Phản Biện  giúp bạn rèn luyện một bộ óc tỉnh táo, logic và độc lập. Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng)....."
"186271356","Việc tìm hiểu, nghiên cứu và phân tích thị trường, lĩnh vực hoạt động của doanh nghiệp rất quan trọng để xây dựng nên một chiến lược marketing phù hợp, từ đó giúp tối ưu các hoạt động và đem lại những lợi ích cốt lõi cho doanh nghiệp cũng như cho mục tiêu vì xã hội. Trong “Từ chiến lược marketing đến doanh nghiệp thành công”, Philip Kotler, một trong những tiếng nói hàng đầu của thế giới về kinh doanh và tiếp thị, và Nancy Lee, Chủ tịch Social Marketing Services, Inc., cung cấp 25 thực tiễn tốt nhất, giúp bạn có được cái nhìn sâu sắc nhất trong việc ra quyết định trong lĩnh vực trách nhiệm xã hội của doanh nghiệp cũng như có được chiến lược marketing hiệu quả nhất, nhằm tối đa hóa lợi nhuận của doanh nghiệp, đồng thời thực hiện tốt nhất các vấn đề về môi trường, kinh tế và xã hội. Với cuốn sách này, bạn sẽ học hỏi được những bài học sâu sắc và đó chính là chìa khóa giúp bạn đạt được thành công.  Trong cuốn sách đưa ra sự phân biệt về 6 loại sáng kiến xã hội của doanh nghiệp cũng như quan điểm của giới chuyên môn trong lĩnh vực này đối với những ưu điểm và hạn chế của mỗi loại về mặt lợi ích đối với mục tiêu vì xã hội và lợi ích đối với công ty. Những sáng kiến này bao gồm những sáng kiến liên quan đến tiếp thị (tức là những quảng bá về mục tiêu vì xã hội, hoạt động marketing vì mục đích cao đẹp, và marketing vì mục tiêu xã hội của doanh nghiệp) cũng như những sáng kiến nằm ngoài phạm vi chức năng thông thường của bộ phận tiếp thị (tức là nhân viên tình nguyện và các hoạt động kinh doanh có trách nhiệm xã hội). Mặc dù có một số điểm tương đồng giữa những sáng kiến này (ví dụ như mục tiêu ý nghĩa cao đẹp mà các sáng kiến hướng tới, quan hệ đối tác được hình thành và các kênh truyền thông được sử dụng), tuy nhiên mỗi sáng kiến này đều có những đặc điểm riêng biệt. Quảng bá vì mục tiêu xã hội được phân biệt bởi thực tế là họ đang hỗ trợ một mục tiêu ý nghĩa thông qua việc tăng cường nhận thức và đóng góp cho mục tiêu ý nghĩa đó. Marketing vì mục đích cao đẹp đặc biệt ở chỗ, hoạt động này thực hiện việc quyên góp gắn liền với khối lượng sản phẩm bán ra của công ty. Marketing vì mục tiêu xã hội của doanh nghiệp luôn tập trung vào mục tiêu ảnh hưởng nhằm thay đổi hành vi.  Cuốn sách “Từ chiến lược marketing đến doanh nghiệp thành công” sẽ giúp các nhà quản lí doanh nghiệp và các nhân viên có được sự chuẩn bị tốt hơn trong việc lựa chọn những vấn đề phù hợp nhất, những đối tác tốt nhất, và những chiến lược marketing hiệu quả nhất. Cuốn sách sẽ giúp các bạn có thêm nhiệt huyết để đưa ra nhiều đề xuất hơn nữa cũng như tạo nguồn cảm hứng cho bạn nảy sinh những sáng kiến tuyệt vời. Và có lẽ quan trọng nhất là, nó sẽ nâng cao độ chính xác cho các báo cáo của bạn cũng như là nguồn tài liệu quý báu cho công ty bạn và mục tiêu vì xã hội.  Về tác giả:  p Kotler  Là giáo sư danh tiếng của S.C. John son & Son chuyên về Marketing Quốc Tế tại Trưởng Quản lý Kellogg thuộc Đại học Northwestern, được mệnh danh là “cha đẻ của marketing hiện đại”. Ông là tác giả của trên 57 cuốn sách và hơn 150 bài báo. Ông là nhà tư vấn cho IBM, General Electric, S, Motorola, Ford, Merck…Cái tên của Philip Kotler đã trở nên đồng nghĩa với tiếp thị, một chuyên gia hàng đầu của Kotler Marketing Group trong lĩnh vực hoạch định chiến lược marketing.  Ông được hàng triệu người trên thế giới biết đến như một chuyên gia cừ khôi trong lĩnh vực marketing, một thuyết trình viên cao cấp, tác giả hoặc đồng tác giả của hơn 100 cuốn sách và bài báo chuyên về marketing và quản trị kinh doanh.  2. Nancy Lee  Là Chủ tịch Social Marketing Services, Inc. Ông cung cấp 25 thực tiễn tốt nhất sẽ giúp bạn có được cái nhìn sâu sắc trong việc ra quyết định trong lĩnh vực trách nhiệm xã hội của doanh nghiệp cũng như có chiến lược marketing hiệu quả nhất. 
 ---------- Gooda tin rằng cuốn sách sẽ mang lại kiến thức thật bổ ích cùng những trải nghiệm thật tuyệt vời, hy vọng đây sẽ là 1 cuốn sách quý trên kệ sách của bạn! 
 QUYỀN LỢI KHÁCH HÀNG KHI MUA SÁCH TẠI SHOP GOODA THƯ VIỆN SÁCH QUÝ: 
 1. Đảm bảo 100% sách gốc bản quyền từ NXB 2. Quy cách đóng gói cẩn thận, trận trọng từng quyển sách 3. Xử lí đơn đặt hàng nhanh 4. Chính sách hỗ trợ đổi sách cho khách hàng thuận tiện khi gặp sự cố Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng)....."
"207494285","“Trái đất của chúng mình 
 Hình dạng có thật xinh? 
 Trái đất có to lớn? 
 Màu sắc có lung linh? 
 Dùng  chong chóng tre  nhé, 
 Ta cùng bay thử nào! 
 Lên tận trên trời cao, 
 Ra tít ngoài vũ trụ…” 
 Bạn đã đọc và sưu tập nhiều sách về  Doraemon , nhưng đã bao giờ có một tập thơ êm dịu, dễ thương và tràn đầy tình yêu vào cuộc sống như thế này chưa? Chỉ cần bạn yêu Doraemon, mọi điều kì diệu trong thế giới của Mèo Ú sẽ là của bạn. 
 Đừng bỏ lỡ tập thơ đặc biệt:  Tớ rất yêu Doraemon  được trình bày trang trọng và đẹp mắt, là một trong những tập sách không thể thiếu về người bạn của tuổi thơ quen thuộc với độc giả Việt Nam trong suốt 30 năm qua nhé. 
 
 Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng)....."
"203757836","Truyện - Dragon Ball Full Color - Phần Năm - Truy Lùng Cell Bọ Hung 
 Nếu bạn là fan của Dragon Ball - 7 Viên Ngọc Rồng và những cuộc phiêu lưu của Khỉ Con Son Goku thì Dragon Ball Full Color sẽ làm bạn thích thú hơn nữa khi 100% cuốn truyện mà chúng ta yêu thích đều Có Màu. Các nhân vật sẽ xuất hiện trước mắt bạn với màu da, màu tóc, phục trang và những khung cảnh vô cùng sống động! Những màn chiến đấu đặc trưng của Dragon Ball cũng vì thế mà trở nên hoành tráng hơn bao giờ hết. 
 Sau thời gian dài chuẩn bị và trao đổi với đại diện của tác giả Akira Toriyama, bộ truyện đã được NXB Kim Đồng phát hành với 100% bản quyền, phần ruột sách in màu rực rỡ trên giấy couché, có bìa áo 5 màu phản quang cực kì ấn tượng!! Chắc chắn sẽ là một món quà dành cho các Fan của Son Goku trong mùa hè 2020 này. 
 Dragon Ball Full Color có tổng cộng 32 tập, chia thành 6 phần, tương ứng với từng giai đoạn trưởng thành của Son Goku: 
 • Phần 1: Thời Niên Thiếu Của Son Goku (8 Tập) 
 • Phần 2: Đại Ma Vương Piccolo (4 Tập) 
 • Phần 3: Cuộc Đổ Bộ Của Người Saiya (3 Tập) 
 • Phần 4: Frieza Đại Đế (5 Tập) 
 • Phần 5: Truy Lùng Cell Bọ Hung (6 Tập) 
 • Phần 6: Ma Buakira Toriyamau (6 Tập) 
 ----------------------------------- 
 Nhà Phát Hành: Kim Đồng 
 Nhà Xuất Bản: Kim Đồng 
 Tác Giả: Akira Toriyama 
 Hình Thức: Bìa Mềm 
 Số Trang: 220/Cuốn 
 Kích Thước: 11 x 17 cm 
 Ngày Xuất Bản: 2022 
 #akiratoriyama #dragonballfullcolor 
 
 
 Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng)....."
"202450678","Trong thế giới của những giả kim thuật sư, có một tồn tại đã đi vào huyền thoại và trở thành ước mơ bất cứ ai cũng ao khát - đó chính là ""Hòn đá Triết gia"". 
 
Bối cảnh của ""Fullmetal Alchemist"" được đặt trong một thế giới hư cấu, nơi giả kim thuật là một trong những kĩ thuật khoa học tiên tiến nhất con người từng biết đến. Và anh em nhà Elric cũng không là ngoại lệ. Sau thất bại khi cố gắng đem người mẹ dấu yêu từ cõi chết trở về, người anh Edward mất đi chân trái và người em Alphonse mất toàn bộ cơ thể; bằng nỗ lực đến tuyệt vọng, Edward đã hi sinh nốt cánh tay phải của mình để giành lại linh hồn Alphonse và chuyển hóa nó vào trong một bộ giáp. 
 
Kể từ ngày kinh hoàng đó, cả hai đã quyết tâm lên đường tìm kiếm ""Hòn đá Triết gia"" - thứ duy nhất có thể giúp họ khôi phục lại cơ thể. ""Mọi thứ trên đời đều có giá của nó. Để tìm ra ""chân lí"", chúng tôi sẵn sàng trả giá, kể cả khi cái giá ấy là vô vọ!"" 
 
Mùa thu này, mời các bạn cùng theo chân anh em Elric khám phá thế giới của những GIẢ KIM THUẬT SƯ thông qua một trong những Manga được yêu thích nhất đến từ Nữ tác giả Hiromu Arakawa, nay đã quay trở lại với phiên bản DELUXE - Fullmetal E! 
 
 Lần đầu tiên NXB Kim Đồng cho phát hành một bộ sách được đầu tư và nâng cấp cả về nội dung lẫn hình thức, chắc chắn sẽ mang đến một trải nghiệm hoàn toàn mới mẻ với những ai yêu thích và đón đợi siêu phẩm nà! Sách được giữ nguyên các trang màu bên trong, in trên giấy cao cấp và có tới 3 bìa đi kèm. Đặc biệt nhất phải kể đến lớp bìa PVC rất hiếm khi xuất hiện đối với những tác phẩm Manga tại Việt Nam! Xin trân trọng giới thiệu cùng bạn đọc. Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng)....."
"186286187","Cuốn sách sẽ mang đến cho bạn và tổ chức mà bạn đang làm việc một giải pháp có thể thay đổi trò chơi, giúp bạn nhanh chóng và nhẹ nhàng đạt đến đỉnh cao nhất trong thời đại hỗn loạn và không có gì chắc chắn như hiện nay."
"168293266","Chiến Tranh Tiền Tệ - Phần 2 - Sự Thống Trị Của Quyền Lực Tài Chính ( Tái Bản 2022) ------------   Thông tin tác giả: Song Hong Binh (Tống Hồng Binh) sinh năm 1968 tại Tứ Xuyên, Trung Quốc. Ông là tác giả của rất nhiều cuốn sách bán chạy, là học giả nghiên cứu tài chính thế giới và cũng là Viện trưởng của Viện nghiên cứu Kinh tế Tài chính Hoàn Cầu (Bắc Kinh). Năm 1990, ông tốt nghiệp Đại học Đông Bắc khoa Kiểm soát tự động. Đến năm 1994, ông sang Mỹ du học. Trong một thời gian rất dài, ông đã tập trung nghiên cứu về lịch sử nước Mỹ cũng như lịch sử tài chính thế giới. Thông tin tác phẩm: Trong ấn bản lần thứ nhất của cuốn sách này, tác giả đưa ra ba dự đoán quan trọng. Thứ nhất, kinh tế Âu Mỹ sẽ rơi vào tình cảnh tiêu điều trường kỳ (chí ít là 10 năm), cho dù có nới lỏng chính sách về tiền tệ, hay kích thích chính sách tài chính – về cơ bản đều vô hiệu; Thứ hai, khi đó “lượng khí thải carbon” vẫn là một khái niệm tương đối xa lạ với xã hội Trung Quốc, sẽ phát huy tác dụng ngày càng quan trọng đối với kinh tế và xã hội, và sẽ bị “tài chính hóa” và “tiền tệ hóa”; Thứ 3, loại tiền tệ chủ quyền sẽ từng bước bị loại tiền tệ khu vực thay thế, và cuốn cùng sẽ tiến hóa hướng đến sự đơn nhất về tiền tệ trên thế giới. Và đến nay, ba dự đoán đó đều đã trở thành sự thực. Mục đích của cuốn sách này không phải là để dạy bạn cách đầu tư, cách phân bổ tài sản hay dạy một bộ phương pháp đối phó tiền tệ điển hình. Cuốn sách này nhằm trả lời những câu hỏi từ lâu đã khiến chúng ta bối rối và chưa được giải đáp: Tại sao tiền tệ lại có xung đột? Song Hongbing là một học giả rất tài năng trong lĩnh vực kinh tế thế giới. Ông đã dành nhiều thời gian để khám phá lịch sử, nghiên cứu thực tế và cố gắng diễn giải tương lai. Để viết lên cuốn sách thứ hai của mình mang tên Chiến tranh tiền tệ: sự thống trị của quyền lực tài chính, Song Hongbing đã đọc hơn 100 cuốn sách và truy nguyên đến hơn 300 năm trước để khám phá nguồn gốc của hệ thống tài chính hiện tại. Khi đọc cuốn sách này với sự thích thú, bạn sẽ cảm nhận được những đổi thay của thời gian và những thăm trầm của lịch sử.   Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng)....."
"49747007","Hai Mặt Của Gia Đình Tại sao chúng ta lại chịu tổn thương bởi gia đình – những người gần chúng ta nhất? Tại sao dù ở cạnh gia đình nhưng bạn vẫn cảm thấy xa cách và cô đơn? Vì sao chúng ta luôn bộc phát cảm xúc khi đứng trước gia đình mình. Vì sao nỗi đau của gia đình nơi bạn sinh ra và lớn lên lại lặp lại trong gia đình hiện tại? Nhiều khi những tổn thương đến từ gia đình nơi chúng ta sinh ra và lớn lên lại chính là nguyên nhân của các vấn đề trong gia đình hiện tại. Gia đình trở thành nơi tiếp thêm sức mạnh và cũng là nơi khiến đôi vai chúng ta thêm nặng trĩu, là nơi ẩn náu của những mâu thuẫn tinh vi đằng sau những phút giây thân mật, là nơi tràn đầy thương yêu nhưng có cả sự ghét bỏ. Gia đình lúc nào cũng có hai mặt như vậy. Choi Kwang Huyn – một nhà tâm lý học hàng đầu Hàn Quốc, người đã tham vấn tâm lý cho rất nhiều trường hợp có khúc mắc về tổn thương tâm lý xuất phát từ gia đình sẽ chỉ ra nguyên nhân của những tổn thương, những nỗi đau mà chúng ta phải chịu từ gia đình mình, đồng thời đưa ra cách giải quyết đối với các vấn đề gia đình nhức nhối hiện tại. Cuốn sách cho ta cái nhìn mới về mối quan hệ gia đình. Qua những câu chuyện của các gia đình khác nhau, người đọc lần lượt sẽ thấy được sự tương đồng và có thêm hiểu biết về những khái niệm như: ngoại tình, chứng nghiện một điều gì đó, lựa chọn người bạn đời tương đồng, chuyển di nỗi đau…từ đó tìm được cách chấp nhận và xoa dịu những tổn thương trong lòng mỗi người. Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng)....."
"205819593","Tình Đầu Nhạt Phai - Tập 1 
 Aoki đơn phương cô bạn bàn bên Hashimoto 
 Một ngày nọ, cậu mượn cục tẩy của Hashimoto và vô tình phát hiện trên cục tẩy viết tên cậu bạn Ida cùng lớp (╥_╥) Đã vậy, Aoki còn bị chính Ida bắt gặp đang giữ chiếc tẩy “mập mờ” ấy. 
 Đừng bảo Ida hiểu nhầm rồi nhé!? 
 Mời các bạn đón đọc câu chuyện về mối tình đầu có chút ngốc nghếch của các cô cậu học trò tốt bụng và luôn nỗ lực hết mình! Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng)....."
"139567621","Bây giờ thì nhân loại đã sẵn sàng để chuyển hóa chưa? Tại sao lúc này mới thực là thời cơ? Bạn có thể làm gì để thúc đẩy quá trình chuyển hóa nội tại này? Đặc điểm của nhận thức cũ đầy tính bản ngã là gì và đâu là dấu hiệu của một tâm thức mới đang trỗi dậy? Những câu hỏi này và một số câu hỏi khác sẽ được đề cập đến trong cuốn sách này. Quan trọng hơn, “Thức tỉnh mục đích sống” cũng chính là một công cụ có tính chuyển hóa xuất phát từ một nhận thức mới đang trỗi dậy. Những ý tưởng và khái niệm ở đây tuy quan trọng, nhưng đó cũng chỉ là thứ yếu. Chúng như những tấm bảng chỉ đường giúp bạn đi đến trạng thái tỉnh thức. Trong lúc đọc “Thức tỉnh mục đích sống”, một sự chuyển hóa sẽ xảy ra trong bạn. Mục đích chính của “Thức tỉnh mục đích sống” không phải là để cung cấp thêm thông tin hay những niềm tin mù quáng cho trí năng của bạn, hay cố thuyết phục bạn về một điều gì, mà nó mang đến cho bạn một sự chuyển hóa trong nhận thức, tức là thức tỉnh bạn ra khỏi những dòng suy nghĩ miên man ở trong đầu. Nếu được như vậy thì bạn sẽ không chỉ thấy cuốn sách là “thú vị”. Vì thú vị có nghĩa là bạn còn đứng ở bên ngoài, tìm vui với những ý nghĩ, và khái niệm ở trong đầu bạn để tư duy rằng mình đồng ý hay không nên đồng ý với cuốn sách. Vì “Thức tỉnh mục đích sống” được viết cho bạn, do đó cuốn sách hoặc rất vô nghĩa đối với bạn, hoặc nó làm cho nhận thức của bạn có sự thay đổi lớn. Tuy nhiên cuốn sách này chỉ có thể thức tỉnh những người đã sẵn sàng để tỉnh thức. Mà không phải ai cũng sẵn sàng để tỉnh thức. Nếu trong lúc này bạn chưa rõ tỉnh thức có nghĩa là gì, thì bạn cũng không cần bận tâm nhiều về nghĩa của từ ấy, hãy cứ tiếp tục đọc và khi nào trong bạn có sự tỉnh thức, thì bạn sẽ hiểu “tỉnh thức” có nghĩa là gì. Quá trình tỉnh thức một khi đã bắt đầu ở trong bạn rồi thì không thể đảo ngược lại; và để cho quá trình này được bắt đầu, bạn chỉ cần trải qua trạng thái tỉnh thức - dù chỉ trong một thoáng chốc. Đối với một số người thì một thoáng chốc của trạng thái tỉnh thức đó sẽ xảy đến khi họ đọc cuốn sách này. Điều căn bản nhất của quá trình tỉnh thức là: Nhận ra sự mê mờ đang có mặt ở trong bạn, Nhận diện bản ngã của bạn khi nó đang nói, đang nghĩ, đang làm một việc nào đó, Nhận ra thói quen suy tư đầy tính băng hoại trong tâm thức của tập thể đang thẩm thấu vào mọi khía cạnh của đời sống, kéo dài thêm tình trạng chưa thức tỉnh. Đó là lý do vì sao Eckhart Tolle viết cuốn sách này: để nêu lên những khía cạnh chính của bản ngã và cách bản ngã hoạt động trong bạn cũng như trong tâm thức tập thể. Điều này có ý nghĩa quan trọng, vì hai lý do chính. Trước hết, nếu bạn không nhận ra được những cơ cấu hoạt động của bản ngã, bạn sẽ không nhận diện được nó, và sẽ nhầm lẫn mà liên tục tự đồng nhất mình với bản ngã, tức là vô tình bạn để cho bản ngã chế ngự lấy bạn, mạo danh là bạn. Thứ hai, tự thân việc nhận diện bản ngã ở trong bạn chính là một trong những phương cách giúp cho sự tỉnh thức ở trong bạn được xảy ra. Khi bạn nhận ra sự mê lầm của mình, thì cái làm cho sự nhận biết ấy có thể xảy ra chính là thứ nhận thức mới đang trỗi dậy, đó cũng chính là tỉnh thức. Tuy nhiên, ta không nên có thái độ đấu tranh, hay kình chống với bản ngã cũng như ta không thể đấu tranh chống lại bóng tối, hay chống lại sự mê mờ. Điều mà ta cần làm là mang ánh sáng của nhận thức vào những nơi tối tăm này. Và bạn chính là ánh sáng đó."
